cities_name,latitude,longitude
Delhi,28.666666666667,77.216666666667
Mumbai,19.075833333333,72.8775
Bangalore,12.9791198,77.5912997
Kolkata,22.5726723,88.3638815
Hyderabad,17.361666666667,78.474722222222
Chennai,13.0825,80.275
